issue_id,risk_level,trial_blocker,issue_type,cost_item_id,related_item_ids,status,source,item_name,spec,unit,price,quote_usage_count,latest_quote_used_at,evidence,suggested_action,owner,done,notes
BIZ2T-0015,low,no,same_name_multi_spec,116,"116,118,119",active,imported,地弹簧,,,,0,,"{""item_count"": 3, ""spec_count"": 3}",演示时可用于展示同名不同规格切换；治理时请确认每条规格足够可辨认。,cost_department,,
BIZ2T-0016,low,no,same_name_multi_spec,128,"128,129,130",active,imported,304#不锈钢上下夹（短夹）,,,,0,,"{""item_count"": 3, ""spec_count"": 3}",演示时可用于展示同名不同规格切换；治理时请确认每条规格足够可辨认。,cost_department,,
BIZ2T-0018,low,no,same_name_multi_spec,131,"131,132",active,imported,304#不锈钢上下夹（长夹）-同门扇宽（800-900长）,,,,0,,"{""item_count"": 2, ""spec_count"": 2}",演示时可用于展示同名不同规格切换；治理时请确认每条规格足够可辨认。,cost_department,,
BIZ2T-0020,low,no,same_name_multi_spec,149,"149,150",active,imported,墙面、天花肌理漆,,,,0,,"{""item_count"": 2, ""spec_count"": 2}",演示时可用于展示同名不同规格切换；治理时请确认每条规格足够可辨认。,cost_department,,
BIZ2T-0021,low,no,same_name_multi_spec,167,"167,168",active,imported,双排钢管脚手架（零星工程价格）,,,,0,,"{""item_count"": 2, ""spec_count"": 2}",演示时可用于展示同名不同规格切换；治理时请确认每条规格足够可辨认。,cost_department,,
BIZ2T-0023,low,no,missing_spec,56,,active,imported,350mm高以内铝百叶出风口,,m,118.42,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0024,low,no,missing_spec,128,,active,imported,304#不锈钢上下夹（短夹）,,个,75.1812,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0025,low,no,missing_spec,131,,active,imported,304#不锈钢上下夹（长夹）-同门扇宽（800-900长）,,个,136.364,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0027,low,no,missing_spec,137,,active,imported,淋浴间安装直径22mm不锈钢管挂帘杆壁厚1.2mm厚,,根,45.4545,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0028,low,no,missing_spec,139,,active,imported,卫生间洗手台钢架制作（不小于40角钢制作）,,m,90.9091,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0029,low,no,missing_spec,140,,active,imported,甲供银镜安装（重叠镜）,,套,11.6071,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0032,low,no,missing_spec,169,,active,imported,装修综合脚手架,,㎡,4.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0033,low,no,missing_spec,170,,active,imported,楼地面块料面层(瓷砖及石材类）及水泥砂浆结合层铲除,,㎡,22.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0034,low,no,missing_spec,171,,active,imported,楼地面整体水泥砂浆面层及结合层铲除,,㎡,10.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0038,low,no,missing_spec,175,,active,imported,铲除墙纸,,㎡,5.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0040,low,no,missing_spec,177,,active,imported,拆砖墙（180厚砖墙）,,㎡,18.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0041,low,no,missing_spec,178,,active,imported,凿除墙面瓷砖、石材及水泥砂浆结合层、找平层,,㎡,22.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0045,low,no,missing_spec,182,,active,imported,天花做轻钢龙骨石膏板吊顶（不换轻钢龙骨，只换面层石膏板）,,㎡,43.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0046,low,no,missing_spec,183,,active,imported,天花更换方形铝扣板（只换面层方形铝扣板）,,㎡,56.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0047,low,no,missing_spec,184,,active,imported,天花开灯孔（仅用于已有旧天花面上）,,个,4.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0049,low,no,missing_spec,186,,active,imported,"拆除原有脚踏蹲厕,清理,搬运",,套,27.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0050,low,no,missing_spec,187,,active,imported,"拆除原有水箱蹲厕,清理,搬运",,套,48.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0052,low,no,missing_spec,189,,active,imported,"拆除原有冷水龙头,清理",,套,1.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0054,low,no,missing_spec,191,,active,imported,已完工程及设备（成品）保护费,,㎡,9.0,0,,{},如该条目确实不区分规格可保留；否则建议补齐，便于报价依据解释。,cost_department,,
BIZ2T-0055,low,no,unit_needs_review,33,,active,imported,卫生间素砼防水槛,"1、宽度250mm以内
2、厚度150mm以内
3、长度1000mm以内",条,14.6667,0,,"{""unit_key"": ""条""}",如属于 m/㎡/m³/kg/项/套/个等常见口径，请统一写法；特殊单位可保留。,cost_department,,
BIZ2T-0056,low,no,unit_needs_review,125,,active,imported,不锈钢拉手φ38*800MM,TG-9457,付,567.769,0,,"{""unit_key"": ""付""}",如属于 m/㎡/m³/kg/项/套/个等常见口径，请统一写法；特殊单位可保留。,cost_department,,
BIZ2T-0057,low,no,unit_needs_review,126,,active,imported,不锈钢大拉手φ38*1200mm,903.01.981,付,618.561,0,,"{""unit_key"": ""付""}",如属于 m/㎡/m³/kg/项/套/个等常见口径，请统一写法；特殊单位可保留。,cost_department,,
BIZ2T-0058,low,no,unit_needs_review,133,,active,imported,直角方管不锈钢大拉手,φ38*25  L=1200mm,付,618.561,0,,"{""unit_key"": ""付""}",如属于 m/㎡/m³/kg/项/套/个等常见口径，请统一写法；特殊单位可保留。,cost_department,,
BIZ2T-0059,low,no,unit_needs_review,134,,active,imported,不锈钢拉手,AG102-φ38*1200-SS,付,178.268,0,,"{""unit_key"": ""付""}",如属于 m/㎡/m³/kg/项/套/个等常见口径，请统一写法；特殊单位可保留。,cost_department,,
BIZ2T-0063,low,no,similar_active_items,4,"4,5",active,imported,楼地面贴地面砖,"1、＜800mm×800 mm
2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）",㎡,54.3706,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 13.0, ""client_labor_price"": 48.62, ""client_main_material_price"": null, ""client_tax_excluded_price"": 68.0, ""crew_benchmark_price"": 60.0, ""id"": 4, ""item_name"": ""楼地面贴地面砖"", ""notes"": ""编号: 2-3\n计算规则: 按相应面层计算规则计算\n工作内容: 清理基层、备料、调制砂浆、浸泡块料、刷水泥浆、抹结合层、铺贴、擦缝、清理净面、养护\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用4元及相应取费\n劳务备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用4元及相应取费"", ""price"": 54.3706, ""source"": ""imported"", ""spec"": ""1、＜800mm×800 mm\n2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 11.4706, ""subcontract_composite_price"": 54.3706, ""subcontract_labor_price"": 42.9, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 13.0, ""client_labor_price"": 50.49, ""client_main_material_price"": null, ""client_tax_excluded_price"": 70.0, ""crew_benchmark_price"": 60.0, ""id"": 5, ""item_name"": ""楼地面贴地面砖"", ""notes"": ""编号: 2-4\n计算规则: 按相应面层计算规则计算\n工作内容: 清理基层、备料、调制砂浆、浸泡块料、刷水泥浆、抹结合层、铺贴、擦缝、清理净面、养护\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用4元及相应取费\n劳务备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用4元及相应取费"", ""price"": 54.42, ""source"": ""imported"", ""spec"": ""1、≥800mm×800mm\n2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 11.1429, ""subcontract_composite_price"": 54.42, ""subcontract_labor_price"": 43.2771, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0064,low,no,similar_active_items,16,"16,17",active,imported,地面工字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平),乙供9厘夹板，含铺珍珠棉防潮层,㎡,47.1417,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.9597, ""client_labor_price"": 26.528, ""client_main_material_price"": null, ""client_tax_excluded_price"": 59.0, ""crew_benchmark_price"": 52.0, ""id"": 16, ""item_name"": ""地面工字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-15\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 47.1417, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 23.7611, ""subcontract_composite_price"": 47.1417, ""subcontract_labor_price"": 23.3806, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.96, ""client_labor_price"": 29.12, ""client_main_material_price"": null, ""client_tax_excluded_price"": 62.0, ""crew_benchmark_price"": 55.0, ""id"": 17, ""item_name"": ""地面斜铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-16\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 49.7484, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 23.9161, ""subcontract_composite_price"": 49.7484, ""subcontract_labor_price"": 25.8323, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.9564}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0065,low,no,similar_active_items,16,"16,18",active,imported,地面工字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平),乙供9厘夹板，含铺珍珠棉防潮层,㎡,47.1417,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.9597, ""client_labor_price"": 26.528, ""client_main_material_price"": null, ""client_tax_excluded_price"": 59.0, ""crew_benchmark_price"": 52.0, ""id"": 16, ""item_name"": ""地面工字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-15\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 47.1417, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 23.7611, ""subcontract_composite_price"": 47.1417, ""subcontract_labor_price"": 23.3806, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.96, ""client_labor_price"": 34.88, ""client_main_material_price"": null, ""client_tax_excluded_price"": 68.0, ""crew_benchmark_price"": 57.0, ""id"": 18, ""item_name"": ""地面人字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-17\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 51.8365, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 22.5988, ""subcontract_composite_price"": 51.8365, ""subcontract_labor_price"": 29.2376, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.9714}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0066,low,no,similar_active_items,17,"17,18",active,imported,地面斜铺贴实木木地板连9mm夹板基层及防潮(不含地面找平),乙供9厘夹板，含铺珍珠棉防潮层,㎡,49.7484,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.96, ""client_labor_price"": 29.12, ""client_main_material_price"": null, ""client_tax_excluded_price"": 62.0, ""crew_benchmark_price"": 55.0, ""id"": 17, ""item_name"": ""地面斜铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-16\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 49.7484, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 23.9161, ""subcontract_composite_price"": 49.7484, ""subcontract_labor_price"": 25.8323, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 26.96, ""client_labor_price"": 34.88, ""client_main_material_price"": null, ""client_tax_excluded_price"": 68.0, ""crew_benchmark_price"": 57.0, ""id"": 18, ""item_name"": ""地面人字铺贴实木木地板连9mm夹板基层及防潮(不含地面找平)"", ""notes"": ""编号: 2-17\n计算规则: 按相应面层计算规则计算\n工作内容: 清扫基层、铺防潮层、刷防腐油、满铺九厘夹板、刷胶、铺木地板含收口条、净面。"", ""price"": 51.8365, ""source"": ""imported"", ""spec"": ""乙供9厘夹板，含铺珍珠棉防潮层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 22.5988, ""subcontract_composite_price"": 51.8365, ""subcontract_labor_price"": 29.2376, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.9564}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0067,low,no,similar_active_items,25,"25,27",active,imported,"成品瓷砖波打线 /门槛 （1、本子目仅计铺120mm～250mm宽(含250mm宽)波打线人工费用；
2、乙供瓷砖另计且粘贴费在瓷砖主材中考虑；
 3、宽超250mm以上瓷砖按楼地面瓷砖以面积计算）","1、宽120mm～250mm（含250mm）
2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）",m,18.408,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 3.01563, ""client_labor_price"": 19.074, ""client_main_material_price"": null, ""client_tax_excluded_price"": 24.0, ""crew_benchmark_price"": 20.0, ""id"": 25, ""item_name"": ""成品瓷砖波打线 /门槛 （1、本子目仅计铺120mm～250mm宽(含250mm宽)波打线人工费用；\n2、乙供瓷砖另计且粘贴费在瓷砖主材中考虑；\n 3、宽超250mm以上瓷砖按楼地面瓷砖以面积计算）"", ""notes"": ""编号: 2-24\n计算规则: 按见光面，延长米计算\n工作内容: 清理基层、调制砂浆、刷水泥浆、抹结合层、铺贴、填缝、打蜡、擦光。\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用0.71元及相应取费\n劳务备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用0.71元及相应取费"", ""price"": 18.408, ""source"": ""imported"", ""spec"": ""1、宽120mm～250mm（含250mm）\n2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.51303, ""subcontract_composite_price"": 18.408, ""subcontract_labor_price"": 15.895, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 3.5, ""client_labor_price"": 20.94, ""client_main_material_price"": null, ""client_tax_excluded_price"": 27.0, ""crew_benchmark_price"": 20.0, ""id"": 27, ""item_name"": ""成品石材波打线 /门槛石 （1、本子目仅计铺120mm～250mm宽(含250mm宽)波打线人工费用；\n2、乙供石材另计且粘贴费在石材主材中考虑；\n 3、宽超250以上石材按楼地面石材以面积计算）"", ""notes"": ""编号: 2-26\n计算规则: 按见光面，延长米计算\n工作内容: 清理基层、调制砂浆、刷水泥浆、抹结合层、铺贴、填缝、打蜡、擦光。\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用0.71元及相应取费\n劳务备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用0.71元及相应取费"", ""price"": 18.1037, ""source"": ""imported"", ""spec"": ""1、宽120mm～250mm（含250mm）\n2、找平层1：3水泥砂浆厚20mm~40mm+结合层水泥膏厚6mm以上（含辅助用白水泥）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.59259, ""subcontract_composite_price"": 18.1037, ""subcontract_labor_price"": 15.5111, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 0.8898}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0068,low,no,similar_active_items,28,"28,114",active,imported,1：3水泥砂浆超厚每增加10mm,"1、1：3水泥砂浆
2、瓷砖或石材铺贴、水泥砂浆厚度超过指定厚度",㎡,2.23069,0,,"{""left"": {""category"": ""第二章、楼地面工程"", ""client_auxiliary_material_price"": 3.71337, ""client_labor_price"": 0.748, ""client_main_material_price"": null, ""client_tax_excluded_price"": 5.0, ""crew_benchmark_price"": 2.5, ""id"": 28, ""item_name"": ""1：3水泥砂浆超厚每增加10mm"", ""notes"": ""编号: 2-27\n计算规则: 按面积计算\n工作内容: 上料、调制砂浆、抹水泥砂浆"", ""price"": 2.23069, ""source"": ""imported"", ""spec"": ""1、1：3水泥砂浆\n2、瓷砖或石材铺贴、水泥砂浆厚度超过指定厚度"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.85669, ""subcontract_composite_price"": 2.23069, ""subcontract_labor_price"": 0.374, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 3.492, ""client_labor_price"": 0.8415, ""client_main_material_price"": null, ""client_tax_excluded_price"": 5.0, ""crew_benchmark_price"": 3.0, ""id"": 114, ""item_name"": ""1：3水泥砂浆超厚每增加10mm"", ""notes"": ""编号: 4-43\n计算规则: 按面积计算\n工作内容: 上料、调制砂浆、抹水泥砂浆"", ""price"": 2.6001, ""source"": ""imported"", ""spec"": ""1、1：3水泥砂浆\n2、瓷砖或石材铺贴、水泥砂浆厚度超过指定厚度"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.0952, ""subcontract_composite_price"": 2.6001, ""subcontract_labor_price"": 0.5049, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0071,low,no,similar_active_items,36,"36,37",active,imported,轻钢龙骨防水石膏板平面天花 (不含乳胶漆)间距300*600,"1、卡式主骨/U型50系列轻钢龙骨、50付骨
2、龙牌/可耐福/拉法基牌纸面12厘防水石膏板1220*2440",㎡,99.8249,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 1.8, ""client_labor_price"": 48.0, ""client_main_material_price"": 51.8399, ""client_tax_excluded_price"": 112.0, ""crew_benchmark_price"": 110.0, ""id"": 36, ""item_name"": ""轻钢龙骨防水石膏板平面天花 (不含乳胶漆)间距300*600"", ""notes"": ""编号: 3-1a\n计算规则: 按实做面层面积计算\n工作内容: 1、吊件加工、安装、定位、弹线、选料、下料、定位杆控制高度、平整、安装龙骨及吊配附件、孔洞预留等；2、临时加固、调整、校正；3、灯箱风口封边、龙骨设置；4、预留位置、整体调整，安装天棚面层石膏板"", ""price"": 99.8249, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨\n2、龙牌/可耐福/拉法基牌纸面12厘防水石膏板1220*2440"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.76786, ""subcontract_composite_price"": 99.8249, ""subcontract_labor_price"": 47.1429, ""subcontract_main_material_price"": 50.9142, ""unit"": ""㎡""}, ""right"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 1.8, ""client_labor_price"": 58.0, ""client_main_material_price"": 51.8399, ""client_tax_excluded_price"": 123.0, ""crew_benchmark_price"": 117.0, ""id"": 37, ""item_name"": ""轻钢龙骨双层石膏板平面天花 (不含乳胶漆)间距300*600"", ""notes"": ""编号: 3-1b\n计算规则: 按实做面层面积计算\n工作内容: 1、吊件加工、安装、定位、弹线、选料、下料、定位杆控制高度、平整、安装龙骨及吊配附件、孔洞预留等；2、临时加固、调整、校正；3、灯箱风口封边、龙骨设置；4、预留位置、整体调整，安装天棚面层石膏板"", ""price"": 106.194, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨\n2、龙牌/可耐福/拉法基牌纸面12厘石膏板1220*2440（双层）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.7122, ""subcontract_composite_price"": 106.194, ""subcontract_labor_price"": 55.1707, ""subcontract_main_material_price"": 49.3111, ""unit"": ""㎡""}, ""similarity"": 0.9324}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0072,low,no,similar_active_items,42,"42,43",active,imported,150高石膏角线,"1、穗华牌石膏线安装、拼接、打磨
2、不含乳胶漆",m,15.1812,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 0.8, ""client_labor_price"": 4.96, ""client_main_material_price"": 13.8862, ""client_tax_excluded_price"": 22.0, ""crew_benchmark_price"": 17.0, ""id"": 42, ""item_name"": ""150高石膏角线"", ""notes"": ""编号: 3-11\n计算规则: 按延长米计\n工作内容: 定位、清理基层、选截材料、刷底油、磨砂纸、刷胶粘贴"", ""price"": 15.1812, ""source"": ""imported"", ""spec"": ""1、穗华牌石膏线安装、拼接、打磨\n2、不含乳胶漆"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.618182, ""subcontract_composite_price"": 15.1812, ""subcontract_labor_price"": 3.83273, ""subcontract_main_material_price"": 10.7303, ""unit"": ""m""}, ""right"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 0.8, ""client_labor_price"": 4.976, ""client_main_material_price"": 10.2638, ""client_tax_excluded_price"": 18.0, ""crew_benchmark_price"": 15.0, ""id"": 43, ""item_name"": ""120高石膏角线"", ""notes"": ""编号: 3-12\n计算规则: 按延长米计\n工作内容: 定位、清理基层、选截材料、刷底油、磨砂纸、刷胶粘贴"", ""price"": 13.3665, ""source"": ""imported"", ""spec"": ""1、穗华牌石膏线安装、拼接、打磨\n2、不含乳胶漆"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.666667, ""subcontract_composite_price"": 13.3665, ""subcontract_labor_price"": 4.14667, ""subcontract_main_material_price"": 8.55313, ""unit"": ""m""}, ""similarity"": 0.9}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0074,low,no,similar_active_items,48,"48,49",active,imported,弧形夹板窗帘盒,"1、L型灯槽制安：含龙骨、辅助夹板及封石膏板
2、展开宽度450mm以内
3、不含乳胶漆",m,55.1046,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 2.5, ""client_labor_price"": 40.832, ""client_main_material_price"": 15.386, ""client_tax_excluded_price"": 65.0, ""crew_benchmark_price"": 61.0, ""id"": 48, ""item_name"": ""弧形夹板窗帘盒"", ""notes"": ""编号: 3-18\n计算规则: 按延长米计\n工作内容: 定位、弹线、制作、安装、固定盖板等"", ""price"": 55.1046, ""source"": ""imported"", ""spec"": ""1、L型灯槽制安：含龙骨、辅助夹板及封石膏板\n2、展开宽度450mm以内\n3、不含乳胶漆"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.34615, ""subcontract_composite_price"": 55.1046, ""subcontract_labor_price"": 38.3193, ""subcontract_main_material_price"": 14.4391, ""unit"": ""m""}, ""right"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 2.5, ""client_labor_price"": 45.232, ""client_main_material_price"": 27.432, ""client_tax_excluded_price"": 83.0, ""crew_benchmark_price"": 80.0, ""id"": 49, ""item_name"": ""弧形夹板窗帘盒"", ""notes"": ""编号: 3-19\n计算规则: 按延长米计\n工作内容: 定位、弹线、制作、安装、固定盖板等"", ""price"": 72.4473, ""source"": ""imported"", ""spec"": ""1、L型灯槽制安：含龙骨、辅助夹板及封石膏板\n2、展开宽度450mm以外\n3、不含乳胶漆"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.40964, ""subcontract_composite_price"": 72.4473, ""subcontract_labor_price"": 43.5971, ""subcontract_main_material_price"": 26.4405, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
